data,produto,preço,is_promocao
2026-05-05,Feijão Carioca Tipuá Tp1 1kg,7.99,False
2026-05-05,Feijão Carioca Anchieta 1kg,8.98,False
2026-05-05,Feijão Preto Tipuá Tp1 1kg,5.98,False
2026-05-05,Feijão Carioca Belo Grão Tp1 1kg,5.98,False
2026-05-05,Feijão Carioca Galante Tp1 1kg,12.98,False
2026-05-05,Feijao Carioca Vasconcelos Nobre Tp1 1k,10.98,False
2026-05-05,Arroz Prato Fino 5kg,26.80,False
2026-05-05,Arroz Tipo 1 Vasconcelos 5kg,23.90,False
2026-05-05,Arroz Tipo 1 Patosul Vasconcelos 5kg,17.90,False
2026-05-05,Óleo de Soja Liza 900ml,7.09,False
2026-05-05,Óleo de Girassol Sinhá 900ml,11.98,False
2026-05-05,Farinha de Trigo Boa Sorte Especial 1kg,4.59,False
2026-05-05,Farinha de Trigo Vilma Especial 1kg,4.98,False
2026-05-05,Manteiga Ita Pt.500g,22.99,False
2026-05-05,Manteiga Farid 500g com Sal,17.98,False
2026-05-05,Pão Panneves Forma Tradicional 450g,7.98,False
2026-05-05,Pao Seven Boys Forma 450g,7.49,False
2026-05-05,Leite Longa Vida Ita Integral 1l,5.18,False
2026-05-05,Leite Longa Vida Itambé Integral 1l,5.98,False
2026-05-05,Café Três Corações Tradicional 500g,29.90,False
2026-05-05,Café Três Corações Extra Forte 500g,29.90,False
2026-05-05,Batata Inglesa,8.98,False
2026-05-05,Banana da Terra Kg,9.98,False
2026-05-05,Tomate Italiano,12.98,False
2026-05-05,Açúcar Cristal Alvinho 5kg,15.98,False
2026-05-05,Açúcar Refinado União 1kg,5.48,False
